comment,score
ยามหน้าห้องคลอดตอนกลางคืนชั้น3นิสัยแย่มากๆนะคะเอาข้าวไปให้พี่สาวรุ้อยุ่ว่ามันเกิน2ทุ่มเข้าไม่ได้ทำไมมาไล่เหมือนหมูหมาเลยไม่ได้จะเข้าไปสักนิด เดี๋ยวร้องเรียนนะคะ โมโหสุดๆ,1
คุณหมอรักษาดีค่ะให้คำแนะนำดี เจ้าหน้าที่ก็ใส่ใจบริการดีค่ะ,4
ควรปรับปรุงนะคะ คนไข้ไปหาหมอหลังจาก4โมงเย็นไปต้องไปรอตรวจตรงห้องฉุกเฉิน! มีหมอคนเดียว ห้องเดียว คนไข้รอเป็นสิบ รอประมาณชั่วโมง สงสารหมอและคนไข้ค่ะ หมอคนเดียววิ่งทั้งห้องฉุกเฉินและตรวจโรคทั่วไป เก็บไว้พิจารณานะคะ ขอบคุณค่ะ,1
คือสถานที่ดีมากค่ะ แต่บุคคลากรนี้ติดลบ,4
ห้องเบอร์1บัตรทองเป็นบางคนก็ใช้คำพูดำไม่ค่อยดี,5
ขอชื่นชม ฝ่ายems โรงพยาบาลสิรินธรครับ เมื่ออาทิตย์ก่อนมีเหตุมอไซค์ชนผู้บาดเจ็บ เป็นผู้ขับขี่อาการสาหัส อาสาสมัครมูลนิธิร่วมกตัญญูร้องขอรถขั้นสูงจากโรงพยาบาลสิรินธร ใช้เวลามาถึงที่เกิดเหตุเร็วครับขอชื่นชม ทำงานเป็นระบบ ประเมินอาการผู้บาดเจ็บแล้วสาหัสนำส่งโรงพยาบาลใกล้เคียงที่สุดคือโรงพยาบาลวิภาราม ขอชื่นชมทุกๆท่านที่ปฏิบัติงาน ณ จุดเกิดเหตุเมื่อคืนนั้นครับ,4
มีทั้งพยาบาลดี และไม่ดีเหมือนโรงบาลทั่วๆไป คนไหนดี ก็ขอไห้ดียิ่งๆขึ้นไป คนใดที่อยู่ในชุดพยาบาลที่ทำตัวแย่ๆ ไม่ปรับปรุงตัวเองเสียจรรยาบัน ก็รับสิ่งที่ได้กระทำนั้นไปเองนะ,2
ไปใช้บริการผ่าคลอดมา2ครั้งแล้วค่ะ พี่ๆที่สูติฯน่ารักทุกคน อาจารย์หมอก็ใจดี แพทย์วิบูรณ์,4
บริการช้า/5ช.ม(นี่แค่ไปตรวจร่างกายเพื่อขอใบรับรองแพทย์/,2
ก็โอ,3
ควรปรับปรุงนะคะคนไข้ไม่มีเก้าอี้นั่งเพราะคนไข้คนอื่นทั้งเอาของมาวางไม่รู้เพื่ออะไรแถมทางเข้าทางออกก็ยืนขวางกันเต็มไปหมด ปรับปรุ่งด่วนคะยังมีอีกหลายอย่างที่ควรปรับเปลี่ยนนะคะ,3
โรงบาล แต่หมอกะพยายาบาลน่ายิงทิ้ง ปากดี (บางคน) สันนิษฐานโรคมั่ว,1
ก็ใช้บริการมานานถึง 10ปีแล้ว ก็ถือว่าเป็นโรงพยาบาลที่ดีระดับหนึ่งถึงบางครั้งพยาบาลจะดุไปนิดแต่ก็รู้ว่าเป็นหน้าที่ของเค้าที่จะต้องทำ,3
เจาะเลือดแย่มากๆพยาบาลเจาะเลือดควรอบรมให้ดีกว่านี้ทั้งการพูดจาและการเจาะลือดค่ะชั้น5ค่ะ,5
ห่วยแตก เมื่อวันที่12ตอนบ่าย2พาน้องไปห้องฉุกเฉินน้องปวดท้องจะตายอยู่แล้วหมอคนตรวจแม่ก็เล่นแต่โทรศัพท์ เพื่อนมึงอุส่าถามว่าไม่ตรวจน้องกุก่อนละ มึงก็ติดเล่นแต่โทรศัพท์ ตรวจห่วยมากตรวจไม่ละเอียดเลยน้องกุเป็นไส้ติ่งบอกเป็นโรคกระเพาะ พอกุกลับบ้านน้องไม่หายมาอีกทีตอนตี2ที่ห้องฉุกเฉินหมอคนนี้ดีหน่อยตรวจละเอียดตรวจเลือด ฉี่ สรุปเป็นไส้ติ่ง ส่งตัวไปโรงพยาบาลเจริญกรุงรถก็ไม่มีไปส่ง บอกให้ยามเรียกแท๊กซี่ให้ยามบอกรอตี5นะเดะก็มีรถ ถ้าเป็นพ่อมึงจะรอมั้ย เป็นไส้ติ่งนะไม่ใช่ปวดท้องเฉยๆไปถึงโรงพยาบาลเจริญกรุงหมอที่นั้นบอกจากผลเลือดจากสิรินธร น้องไส้ติ่งแตกตั้งแต่อยู่ที่สิรินธรแล้วแล้วมันลามไปทั่วท้องแล้วเป็นมาน่าจะนานแล้วน้องกุไส้ติ่งแตกเพราะแพทย์ห่วยๆของสิรินธรจริงๆ,1
คุณหมอไชยวัฒน์ อู่ตะเภา ดีที่สุดแล้วสำหรับโรงพยาบาลนี้ ขอบคุณคุณหมอมากๆสำหรับการรักษาและดูแลหนูด้วยดีตลอดมา คนดีๆควรได้รับแต่สิ่งดีๆค่ะ,3
ช้ามากเลยมาแต่ตี2เด็กม่สบายหมอช้ามากสมควรมีหมอเด็กเหมือนตอนกลางวันชักทีจะได้อุ่นจัยเเละเร็วกว่าแบบนี้้ช้าจ้องทำงานเข้าจัยบางสิค่ะ,3
"โรงพยาบาลนี้ แย่ที่สุดๆ วันที่ 29/07/14 เวลา 19.00น. ฉันได้ไปหาหมอที่โรงพยาบาลนี้้เป็นครั้งแรก พอเข้าตรวจวัดไข้วัดความดัน เสร็จก็รอหมอตรวจ ก็เห็นหมอยืนจับกลุ่มคุยกันตรงที่ฉันนั่งตรวจวัดไข้ ไม่มีมารยาทเลยและไม่สนใจคนไข้ ฉันก็สงสัยทำไมคุณหมอไม่เรียกสักที ประมาณ 25 นาที ฉันเห็นผู้หญิงที่ยืนจับกลุ่มคุยกัน เดินเข้าไปในห้องตรวจ แล้วก็เรียกชื่อฉันเข้าไป จึงรู้ว่าที่ฉันรอคืออีหมอที่ยืนคุยอยู่นี่เอง พอเข้าไปตรวจก็ไม่มีอะไรมากถามอาการเสร็จก็""โยน""บัตรตรวจคืน ไม่มีมารยาทเลวมาอีหมอนรก มึงไม่สมควรเป็นหมอ ไม่มีจรรยาบรรณของหมอ ปล่อยให้คนไข้รอมึงคุยเสร็จหรออีเลว เป็นอะไรที่แย่มาก และฉันจะไม่ไปอีกเลย จะย้ายโรงพยาบาล อย่าไปโรงพยาบาลนี้เด็ดขาด",1
คุณหมอพูดจาไม่ดีมากคะ นางพยาบาลพูดจายังดีกว่า เจาะเลือดคนแก่จนเส้นเลือดแตก ประสานงานล้าช้าและผิดพลาด แย่มากๆ,1
ตอนนี้เราฝากท้องที่โรงบาลบางนา//แต่พอถึงเวลาคลอดเราจะไปคลอดที่โรงบาล ศิรินธร จะดีใหม**เพราะใกล้จะคลอดแล้วอีก2เดือนแต่ไม่รู้จะไปคลอดที่ใหน โรงบาลนี้เป็นโรงบาลรัฐบาลใช่ใหม**,3
เรื่องมีอยู่ว่า แม่ของฉันตาแดงน้ำตาไหลตลอดเวลา ของฉันใช้บัตร 30 บาทขึ้นตรงกับโรงพยาบาลนี้ฉันพาแม่ไปหาหมอที่ศูนย์บุญรอดที่ไกล้บ้านก่อนเนื่องจากเดินทางไปโรงบาลไกลกว่า พอไปถึงศูนย์หมอก็บอกว่าไม่สามารถบอกได้ว่าตาเป็นไรเพราะไม่ใช้หมอตาเลยให้ยามากิน พอกับมาก็ยังไม่หาย จึงต้องไปโรงบาลใหญ่ที่สิรินธร แต่ไม่ได้เอาใบส่งตัวมาเราไม่คิดว่ามันจะสำคัญอะไรเพราะใบนั้นมันไม่ได้บอกว่าตาแม่เป็นไร พอไปถึงก็ได้คำตอบเดิมว่าไม่รู้ว่าตาเป็นอะไรเพราะไม่ใช้หมอตา สรุปยังไงค่ะ บัตร 30 บาท ก็จ่ายเงินนะ มันรักษาอะไรได้บาง อยากให้คุณลองคิดถึงว่าเป็นคนในครอบครัวคุณเจอแบบนี้จะรู้สึกยังไง ไปหาหมอก็ต้องการหายต้องการอยากรู้ว่าเป็นอะไรการรักษายังไง นี้ได้แต่ยามากินจนลำไส้แม่ฉันพังหมดแล้ว...แย่สุดปลายเท้ามาก,1
หมอน้อยมากบริการช้า,1
ถ้ามีลูกอีกคนจะไม่คลอดโรงบาลนี้อีก ผู้ช้วยในห้องคลอดกรุณาพูดจาให้มันดีๆๆหน่อยนะพยาบาลชั้น6ก็เช่นกันไม่มีความรับผิดชอบ,1
ไม่ได้เรื่องเลยไปตรวจท้องแทนที่จะนัดวันให้ก้อไม่นัดบอกใหกลับไปหาหมอที่สระบุรีแร้วให้เค้านัดแย่สุดๆหมอกะพยาบาลพูดจาไม่ได้เรื่องไปนั่งรอหมอตั้งแต่7โมงได้ตรวจ10โมง,1
มีความห่วยระดับ10 มีอาการเป็นไข้ความจริงไม่ต้องรีบมานะคะ เหมือนคนอื่นๆที่เป็นไข้ค่ะ คือกุก็เคยเป็นไข้ไหมคะ!! แต่กุใช้ประกันสุขภาพซึ่งแน่นอนกุไม่มาที่นี่แน่นอน ที่อื่นเขารักษากุเลยค่ะ มาแล้วไม่ทำอะไร บอกความจริงไม่น่ารีบมา คือต้องใกล้ตายก่อนป่ะ!!,1
ที่นี่ให้บริการมากครับ ส่วนคุณหมอก็ดูแลผู้ป่วยดีครับ,2
ดีมากครับ,5
เหี้ยมากๆครับ...ผมพาแฟนไปหาหมอไปมา3ครั้งไม่เคยได้เจอหมอไปครั้งแรกบอกให้มาก่อนเที่ยงครั้งที่2ไปบอกไม่มีหมอพอวันนี้ไปเป็นครั้งที่3เสือกบอกให้มาก่อน9โมงผมนี่อารมเสียกับอีพวกคัดกรองจิงๆ...นี่กูจ่ายเงินสดนะนี่กูยังไม่ได้รับการรักษาแร้วพวกที่ใช้สิทธิ์30บาทกูว่าเขาคงรอวันตายอย่างเดี่ยวมั้ง...เหี้ยสัสสัส,1
พาแฟนไปฝากท้องตั่งแต่6.30เสร้จอีกที 12.30ขอใบรับรองแพท พยาบาลนั่งกดโทรสับ รอไปอีกครึ่ง ชม. มาทำงานหรือมากดโทรสับ':(,1
อยากถามจริงเลยจะต้องมานั่งรอสักประวัตินี้ครึ่งวันเลยรึไงคะไม่ต้องทำอะไรกันพอดีมากี่ครั้งกี่ครั้งก็เป็นเหมือนเดิมทุกทีไม่มีการพัฒนาระบบให้มันดีกว่านี้รึไงคะรึว่าบุคลากรของ รพ.ไม่พอรึไงคะถึงได้ช้าขนาดนี้....,1
ไม่เคยไปหาหมอครับออกกำลังกายทานอาหารให้ครบ,3
ช้ามาก,2
บริการหมาไม่แดก,1
ผมเข้าใจนะว่าเหนื่อยแต่ควรเก็บอารมณ์หน่อยคนป่วยตอ้งการกำลังจัยนะคัฟไม่ใช่ต้องการคำพูดแดกดันokนะสั้นๆที่เหลือคิดเองโตๆกันแล้ว ขอบคุน,3
พยาบาลหน้าห้องฉุกเฉินพูดจาหมาไม่แดก17/1/58,1
หมอก้อใจดี...พยาบาลก้อมีน้ำใจ,4
ผมคิดว่า พนักงานควรมีจรรยาบรรณ แม่งหน้างอทุกเคาน์เตอร์ที่ไปใช้บริการ บอกตรงๆถ้าเข้ามาทำงานแล้วควรใส่ใจหน่อยครับ ถ้าไม่พอใจการทำงานก็ลาออกไป อย่าอยู่ถ่วงความเจริญเลยดีกว่า ครั้งแรกที่มาใช้บริการสถานนี้แห่งนี้ ลองใช้ประกันสังคม ห่วยจริงๆ เลขาหน้าห้องตัวดีนักมึง อีกสามวันมึงเจอกูแน่ จ่ายประกันสังคมตลอดทำงาน แต่ไปรักษาโดนเก็บเงิน เฮงซวย มึงไม่ให้กูพบใช้มั้ย เจอกัน,2
ฝากท้อง(ฝากพิเศษ)คุณหมอพูดดีมากให้คำแนะนำปรึกษาดีแต่วันไปคลอดเจอพยาบาลพูดจาไม่ดีเลยไม่สนใจความรู้สึกของคนท้อง,4
ไม่ทราบว่าสิทธิบัตรทอง ยังติดอยู่ต่างจังหวัด จะสามารถรักษาที่โรงพยาบาลสิรินธรได้ไหมคะ,3
ดีคราฟพยาบาลภายใน แต่ตรงระเบียนเวชไปทีไรเสียความรู้สึกทุกที,4
อยากทราบว่า ฝากครรภ์ เสียค่าใช้จ่ายประมาณเท่าไรค่ะ,5
"ดูเเลคนไข้ที่มารักษาให้สมกับที่คนไข้ได้ฝากชีวิตใว้ในมือหมอ!,ไม่ใช้ปล่อยทิ้งให้นอนทรมาร!!! ใส่ใจคนใข้หน่อย!!..มารักษานะไม่ได้มานอนรอความตาย!!",1
ผมพาแฟนไปตรวจสุขภาพ แฟนผมไอแล้วก็เจ็บคอ แต่คุณหมอพูดจาไม่ดีผมไป ประมาณเที่ยงคืนครึ่งแต่คุณหมอถามว่าทำไมไม่มากลางวันทำไมต้องมากลางคืนนี่คือห้อง ฉุกเฉิน นะคะ คุณหมอพูดแบบนี้ แฟนผมก็งง ทำไมคุณหมอถามแบบนี้หรือว่าคุณหมอบริการคนไข้แบบนี้ คนเป็นไข้จะไปเวลาไหนก็ได้ไม่ใช่เหรอครับ เหรอจะให้มาเฉพาะกลางวันอย่างเดียว ถ้าคนจะตายจะไม่ตายก่อนหรอครับ,1
เป็นหมอได้ไงว่ะ อารมณ์ไม่ดีไม่ตรวจ แล้วไม่บอกกรุล่ะ เสียเวลารอมึงทั้งวัน หน้าหีจิง,5
ใส่ใจกับคนไข้สักนิด เค้าอาจจะไม่ใช่คนในครอบครัวคุณแต่พวกเค้าคือหนึ่งชีวิตที่ฝากความหวังสุดท้ายไว้กับพวกคุณ จงรักษาทุกคำพูด ทุกประโยคที่พวกคุณได้กล่าวคำปฎิญาณเอาไว้ให้ขึ้นใจ...ขอบคุณ,1
พออไช้.แต่ขอไห้.ปรับดีดีหน่อย,3
ได้ยินคนเขาพูดมาฟังดูแล้วแย่มาก,1
แย่สุดๆ,1
ห่วย !,1
คุณยายรักษาตัวอยู่ที่นี่ ฝากคุณหมอกับคุณพยาบาลช่วยดูแลด้วยนะค่ะ,4
บริการแย่ แม่เสียชีวิต เพราะหมอบอกไม่เป็นไรกลับบ้านได้ กลับมาไม่ถึง2วัน,1
จิงๆด้วยค่ะ พยาบาลชั้น5น่าห้องพิเศษแย่จิงๆ คนไข้อาเจียนผ้าปูก็เลอะ แผลก็เลอะอาเจียน บอกให้มาล้างแผลให้ รอเป็นชั่วโมงเลยไปบอกแถม จิกตาใส่อิก..หึๆ...!!! เด่วรุเลยถ้ายังเป็นนี้ยู่,2
เป็นแค่ผู้ช่วยหมอก็จริง แต่ควรอบรมนิสัยการพูดการจาให้ดีกว่านี้นะค่ะ เพราะถ้าคนไข้เขารู้เรื่องการรักษาตัว หรือ อื่นๆ เขาคงไม่ต้องมาหาหมอหรอกค่ะ คงเปิดโรงพยาบาลที่บ้านละ,1
ผมเข้าไปนอนมาสี่คืนเห็นใจพวกพยาบ .าลและผู้ช่วยพยาบาลและพวกพนักงานทำความสะอาดเช็ดขี่้เช็ดเยี่ยวโดยไม่รังเกืยจไม่ใช่พ่อใช่แม่เค้าซักน่อยเค้ายังทำได้ถ้าเป็นเราเราทำได้รืเปล่าแก้ผ้าเช็ดตัวใส่แพมเพิ่ดปะแป้งโดยไม่รังเกียจถ้าผมมีตังจะให้เงินเดือนซักเดือนละ5แสนเราว่าน้อยไปด้วย.ซำ้ ต้องดูทั้งเหตุและผลก่อนทื่จะว่าใตร,4
จัดได้ว่าเป็นร.พ. ที่ยอดแย่มากๆ..ทั้งหมอ ทั้ง พยาบาล. ไร้จรรยาบรรณ,1
ไปใช้บริการหลายครั้งก็ดีนะ,4
แย่ที่สุดเรย จัดยา อะไร ให้ ก้อไม่รู้ จัดให้ยาย พอยายกิน แบบว่า ร้อนตัวไปหมด แล้วก้อบอกไม่เป็นรัย แย่มาก แล้วพูดจา ได้ เหี้ยมาก,2
พยาบาลห้องคลอดพูดจาไม่ไพเพราะชอบตะคอกเคยโดนเล็บจิกตอนเจ็บท้องตอนนี้ลูกได้26วันค่ะและพยาบาลที่ห้องพักชั้น6พูดจาว่าแดกแถมผู้ช่วยพยาบาลตะคอกใส่ตลอดควรอบรมพยาบาลทุกคนเลยนะค่ะ,1
แฟนผมมาคลอด เข้าห้องคลอดตั้งแต่2ทุ่มวันที่28/3/59 ตอนนี้จะ9โมงเช้า 13ชั่วโมงแล้ว ผมก็รออยู่หน้าห้องคลอด13ชั่วโมงแล้ว ไม่ได้ไปอี้ ไปเ_ี่ยวเลย มันไม่บอกอาการคนไข้ ถามเจ้าหน้าที่พยาบาลประจำห้องคลอดมันก็ตะคอกใส่ว่าไม่ร!ู้ มันใช่เหรอ นี่หรือลูกจ้างราชการที่กินภาษีประชาชน ผมถามตามสิทธิของคนไข้และญาติคนไข้ครับ,5
ห่วยแตกหมาไม่แดกบริการห่วยสุดๆๆพูดจาไม่สุภาพด่าคนใข้ไม่สนใจคนใข้ แผนกอายุรกรรมหญิง ชั่น 5 ปิดไปช่ะโรงบาลนี้ ถ้าจะบริการหมาๆๆแบบนี้,1
ทำไมพ่อผมยังมึนๆหัวอยู่เลย... ให้กลับบ้านซะงั้น,1
ห่วยและแย่มากทั้งพยาบาล และหมอจรรยาบรรณไม่มี คนไข้รักษายังไม่หายไล่ให้กลับบ้าน เลวมาก สงสัยตั้งแต่ทีแรกแล้วว่าทำไมโรงพยาบาลนี้ถึงคนเข้าน้อยมาก พยาบาลก็ชอบเอาหมาไว้ที่ปาก ผู้ช่วยพยาบาลก็เหมือนกัน ถ้าญาติพวกมันเข้าโรงพยาบาลแล้วเจอแบบนี้บ้างพวกมันจะรู้สึกยังไง หมอก็ตรวจโรคได้มั่วมาก จากที่เป็นน้อยจนกลายเป็นเยอะแถมโดนให้ออกอีกต่างหาก จนต้องย้ายไปอยู่โรงพยาบาลอื่นขอบอกคำเดียวว่าเลว ครั้งเดียวและครั้งสุดท้ายที่จะเข้าโรงพยาบาลนี้,1
ไคฝากครรที่นี้มั้งอ่ เค้ารับฝากครรใหม่วันไหนมั้งอ่ ช่วยบอกที,5
น่าจะปิดไปเลย บริการแย่มาก,1
หรูสุดในย่านนี้,5
สำหรับข้าพเจ้าใช้ได้ค่ะ ดีมากค่ะ,5
การบริการพอใช้ได้นะคะแต่นางพยาบาลห้องพักรวมคนไข้น่าจะพูดจาให้ดีกว่านี้โดยรวมแล้วพอใช้ได้บางแผนกขอชมว่าพยาบาลบางท่านดีมากเลยคะ,3
พยาบาลห้องคลอดการบริการโคตรแย่ พูดจานี้หมาไม่แดรกเลย. ถ้ามารยาทแบบนี้ไม่รุ้มีการศึกษามาทำไม. ถ้าไม่รักในการบริการอย่างทำเลยเสียความรุ้สึก. แย่มากๆๆๆๆๆ,1
พญ.สาธิมา** ไม่สนใจคนไข้เลยค่ะ มัวแต่เล่นไลน์ แล้วคุยโทรสับ จนคนไข้ไม่รอแล้วค่ะ,1
แย่มากพูดเรย เรื่องการบริการ คำพูด การดูแลคนไข้ ไม่ดีเรย มีดีแค่แผนก เด็กแผนกเดียวเอง จิงๆ,1
ขอบคุณครับที่ดูแลลูกเมียผมเป็นอย่างดี ( แต่ร.ป.ภ.หน้าปูดไปหน่อย สงสัยไม่ได้พักผ่อน),4
หมอพูดจาแย่มากถึงมากที่สุด(บางคนนะค่ะ)แต่ส่วนใหญ่แย่ค่ะแย่มาก ทั้งห้องฉุกเฉินทั้งห้องตรวจยิ่งห้องตรวจยิ่งแล้วค่ะพูดจากับคนไข้อย่างกับคนไข้นี่เป็นหมา!! คนนะค่ะคน บริการก็แย่ ปรับปรุงด่วนนะค่ะ ก่อนที่จะเสียหายไปทั้งโรงบาล,2
ผมขอประวัติการรักษาผู้ป่วยเพื่อที่จะไปแครมประกัน ไม่รู้ว่าประวัติผู้ป่วยเนี่ยใช้เวลาทำเป็นเดือนเลยหลอ โทรไปก็ผลัดไปเรื่อยทำงานล่าช้ามาก บริการห่วย พูดจาห่วยแตกแย่ๆๆๆๆๆ,1
เคร,3
ผมขอระบุแผนกที่เจอเลยนะ ชั้น5ครับ พยาบาลพูดจาแย่มาก ตรวจสอบด้วย,5
เป็นโรงพยาบาลของรัฐบาล ใหญ่แห่งเดียวในย่านประเวศ แต่บุคคลากรในการให้บริการน้อยกว่า ซี่งผู้รับบริการมาก เหมือนสถานพยาบาล มากกว่าโรงพยาบาล,4
รอนานมั่กๆๆหมอตรวจช้ามากมายกว่าจะลงตรวจเห้อ,1
เป็น ร.พ.ที่ดีแห่งหนึ่งค่ะ ดีงาม น่ารักตั้งแต่เจ้าหน้าที่ต้อนรับยันคุณ ๆ หมอและพยาบาลค่ะ มีคนใช้บริการเยอะ เจ้าหน้าที่ก็ใจเย็นและยิ้มตลอดค่ะ ขอให้รักษาความดีนี้ไว้ตลอดไปนะคะ ไปใช้บริการไม่บ่อย (สิทธิ์ 30 บาท) แต่ทุกครั้งที่ไปก็ได้พบเห็นสิ่งดี ๆ นี้เสมอค่ะ,5
หมอห้องรอคลอดแย่ มากค่ะ พัฒนาหน่อยนะค่ะ,1
ดีค่ะ ดีมากเลย เคยผ่าตัดที่นี้ค่ะ,5
บริการดีมาก ตั้งแต่.รปภ.จนถึงพยาบาลหมอและเจ้าหน้าที่ทุกท่าน สถานที่ก็สะอาด จากเมื่อก่อนผมเคยมองโรงพยาบาลของรัฐในแง่ลบ แต่ครั้งนี้ผมได้รับการช่วยเหลือชีวิตจากทางโรงพยาบาลในการผ่าตัดไส้ติ่งแตก เพราะความชุ่ยของโรงพยาบาลเอกชนแห่งหนึ่งแถวถนนบางนาตราด ถ้ามีโอกาสผมจะกลับไปตอบแทนคุณโรงพยาบาล..วินัย วงสุวรรณ,5
คุณพ่อต้องแอดมิด. พยาบาลหนักไปทางกิน (เคี้ยวตลอดเวลา ปากไม่มีว่างคะ ) เล่นเฟสบุ๊ก เล่นเกมส์คอมพิวเตอร์นะคะ เอาเวลาไปใส่ใจคนไข้ดีกว่าไหม ไม่เจ็บไม่ป่วยเค้าไม่มาหรอกคะ ## กินเงินเดือนรัฐ ละอายใจกันนิดส์นึง ##,1
บริการแสนห่วยภายใต้สังกัด กทม. และผู้มาใช้บริการเยอะมาก แต่ไม่มีการจัดระบบ ในการให้บริการที่ดี และกรอกเอกสารเยอะมากเกินความจำเป็น,1
มิตรภาพ. ความลำบาก. ความช่วยเหลือ. ความเอื้อเฟื้อ ความเห็นแก่ตัว ความรัก แอบรัก มีครบ ณ สถานที่แห่งนี้ คิดถึงเธอเสมอ รพ.สิรินธร สนพ.กทม.,5
แย่มากปวดท้องวันศุกร์ไปหาหมอตั้งแต่7โมงรอจน9โมงยังไม่เรียกสักประวัติมีคนไข้รอตรวจเกือบ100คนมีหมอตรวจคนเดี๋ยวแล้วพยาบาลที่อยู่ห้องฉุกเฉินก็พูดจาหมาไม่แดกมัน่พูดว่าปวดจนแถบจะดิ้นสิ้นใจตายเลยมั้ยทนได้มั้ยถ้าทนได้ก็ไปนั่งรอที่ห้องตรวจปกติเงินเดือนที่มึงแดกก็มาจากเงินภาษีของพวกกูทั้งนั้นแหละอีปลวกพอหลังจากกลับจากโรงพยาบาลสิรินธร ก็ไปโรงพยาบาลนพรัตน ปรากฏว่าหมอที่นั่นส่งตัวไปผ่าตัดไส้ติ่งเลยเพราะมันอักเสบจนจะแตกแล้ว,1
สุดห่วยค่ารักษาแพงพอๆกับรามคำแหงทั้งที่เปน โรงบาลรัฐ บุคลากรแย่มาก สงสารโรงพยาบาลเจอบุคลากรแย่ๆส่วนใหญ่มากๆที่พวกเราต้องเจอ,1
ฝ่ายเวชทะเบียน เจ้าหน้าที่ผู้หญิงพูดจาแย่มาก เล่นแต่โทรศัพท์ สอบถามข้อมูลเรื่องเอกสารดันมาเหวี่ยงใส่ ไม่ชอบเลย!!,1
อาผมก็ไปมาครับอยู่ชั้น7บริการก็เฉยๆนะครับไม่ถึงกับแย่แล้วก็ไม่ถึงกับดีพยาบาลบางคนก็พูดจาเหมือนไม่เต็มใจแต่ก็แค่บางคนนะครับ,5
ช่วยดัจนิสัยแผนกเวชระเบียนหน่อยนะครับ เสียอารมมาก พูดจาไม่ค่อยสุภาพ หน้าไม่สบอารม ถ้าไม่อยากทำ กลับบ้านไปเถอะครับ ผิดกับแผนกอื่นเลย พูดจาก็ดี ผิดหวังกับแผนกนี้จิง ๆ,4
บริการไม้ค่อยจะดีไม่มีพยาบาลแนะนำผู้ป่วยต้องเดินเรื่องเองถ้าเป็นหนักไม่มีญาติไปด้วยคงแย่ตายแน่,1
ไม่เข้าเจ้าหน้าที่โรงพยาบาลนี้เหมือนกัน น้าโดนรถชนเข้ารักษาตัววันี่ 27 ก.พ 59 ทำไมไม่ติดต่อญาติบ้างเลย ทั้งที่มีโทรศัพท์ของผู้ป่วย บัตรครบ ทุกอย่าง ทำไมไม่แจ้งถึงจะยู่ต่างจังหวัดก็ต้องไปเยี่ยมไปหา ว่าอาการเป็นยังไง แต่นี้อะไรเจ้าหน้าที่โรงพยาบาลไม่มีสมองคิดเลยหรอ ว่าต้องติดต่อญาติตามหาญาติของผู้ป่วย จนกระทั้งวันที่ 3 มีนาคม 59 ถึงมาติดต่อญาติว่าคนไข้เข้ารับการรักษา แล้วเสียชีวต ห่วยแตกสุดๆๆ ทำมมึงไม่แจ้งก่อนหน้านั้น ไมาเข้าใจ (ช่วยหาคำตอบให้ด้วย) ไม่งั้นถือวามาตราฐานโรงพยาบาลเ เจ้าหนาที่ พยาบาล แย่มาก และขอบอกไว้เลยสำหรับหมอบางท่านพยาบาลบางคน มึงไม่ควรมากินเงินภาษีประชาชน เข้าใจด้วย ห่วยแตก คงยังไม่จบ ทางครอบครัวเราจะทำเคสนี้เป็นกรณีศึกษา,1
จองห้องพิเศษเป็นเดือน หวังจะมานอนรักษา พอมารักษากลับไม่ได้ จะให้จองทำ...อะไร แล้วจ่ายเงินเอง ไม่ได้ใช้สิทธิ์อะไร จ่ายสามหมื่น หวังว่าจะรักษาดี แต่กลับดูแลเหมือนจ่ายบัตรสามสิบ เวรกรรม จะจ่ายแพงเพื่อ แล้วให้นอนห้องเดียวกับพม่า ต่างด้าว เฮ้อ,1
วันนี้พาคุณแม่ไปพบแพทย์ตามนัด (เปลี่ยนข้อเข่า) หลังจากผ่าตัดมาครบปีที่ 2 มาถึง รพ. x-ray เรียบร้อย มารอคิวเพื่อพบแพทย์ พยาบาลแจ้งว่าแพทย์ที่จะมาพบวันนี้ไม่ออกตรวจเพราะ ออกศุกร์เว้นศุกร์ ดิฉันไม่เข้าใจในระบบของรพ. ว่าทำไมไม่มีการแจ้งคนไข้ว่าคุณหมอท่านนี้ไม่ออกตรวจ คุณไม่สงสารคนไข้ที่เป็นผู้สุงอายุแล้วต้องเดินทางมารพ. (รัฐบาล) มันเสียเวลาขนาดไหน ระบบการสื่อสารเดี๋ยวนี้ก็ทันสมัยขึ้น แล้วยิ่งเป็นนัด (ข้ามปี) น่าจะมีระบบที่ดีกว่านี้นะคะ.....กรุณาปรับปรุงด้วยนะคะไม่ใช่เพื่อใครเพื่อชื่อเสียงของโรงพยาบาลเอง,2
ดีมากๆๆๆๆๆ,5
โรงพยาบาลสิรินธ(สังกัดกทม)แห่งนี้ต้องให้บริการคนป่วยที่มารับการรักษาเยอะมากในแต่ละวัน คนป่วยส่วนมากไม่รู้ระบบ ไม่รู้ขั้นตอนการติดต่อตรงไหนอย่างไร ทำให้คนป่วยต้องใช้เวลามาหาหมอนาน 4-6 ชั่วโมงในแต่ละครั้ง จึงขอเสนอให้ผู้บริหารโรงพยาบาลจัดทีมงานประชาสัมพันธ์คอยบอกแนะนำคนป่วยหรือญาติคนป่วยว่าจะต้องทำอะไรบ้างตรงจุดไหนจะช่วยให้งานบริการมีประสิทธิภาพมากขึ้น คนป่วยจะได้ไม่ใช้เวลานานเกินไปในการมาหาหมอ(คนป่วยจะได้มีความสุข),5
บรรยากาศน่ากัว เดินเข้าไปลึกเหมือนกันจากถนนอ่อนนุช,3
