th_comment,en_comment,score
เจาะเลือดแย่มากๆพยาบาลเจาะเลือดควรอบรมให้ดีกว่านี้ทั้งการพูดจาและการเจาะลือดค่ะชั้น5ค่ะ,Blood was bad blood nurse should be trained to better penetrate both talking and rumors that the top 5 here.,5
ห่วยแตก เมื่อวันที่12ตอนบ่าย2พาน้องไปห้องฉุกเฉินน้องปวดท้องจะตายอยู่แล้วหมอคนตรวจแม่ก็เล่นแต่โทรศัพท์ เพื่อนมึงอุส่าถามว่าไม่ตรวจน้องกุก่อนละ มึงก็ติดเล่นแต่โทรศัพท์ ตรวจห่วยมากตรวจไม่ละเอียดเลยน้องกุเป็นไส้ติ่งบอกเป็นโรคกระเพาะ พอกุกลับบ้านน้องไม่หายมาอีกทีตอนตี2ที่ห้องฉุกเฉินหมอคนนี้ดีหน่อยตรวจละเอียดตรวจเลือด ฉี่ สรุปเป็นไส้ติ่ง ส่งตัวไปโรงพยาบาลเจริญกรุงรถก็ไม่มีไปส่ง บอกให้ยามเรียกแท๊กซี่ให้ยามบอกรอตี5นะเดะก็มีรถ ถ้าเป็นพ่อมึงจะรอมั้ย เป็นไส้ติ่งนะไม่ใช่ปวดท้องเฉยๆไปถึงโรงพยาบาลเจริญกรุงหมอที่นั้นบอกจากผลเลือดจากสิรินธร น้องไส้ติ่งแตกตั้งแต่อยู่ที่สิรินธรแล้วแล้วมันลามไปทั่วท้องแล้วเป็นมาน่าจะนานแล้วน้องกุไส้ติ่งแตกเพราะแพทย์ห่วยๆของสิรินธรจริงๆ,"Suck on 12th afternoon 2 take me to the emergency room, my stomach is already dead doctor checking her phone, but it plays. Saudi protesters demanded that the friends you do not examine my own before. He was caught, but the phone Make a very bad review does not elaborate but said he simulated a ruptured stomach. I own my home, not go out again at 2 emergency room doctor who examined a bit more blood, urine summary as an appendix. Sent to Hospital Rd car was not delivered. Tell the guard to call a taxi waiting at 5am telling me I hide a car. If you are a father, you know. It's not just a ruptured abdominal pain to hospital where doctors told Rd from blood Sirindhorn. He broke from the ruptured Sirindhorn then, it has spread throughout the stomach and is likely to break down my own appendectomy because of poor medical Sirindhorn really.",1
คุณหมอไชยวัฒน์ อู่ตะเภา ดีที่สุดแล้วสำหรับโรงพยาบาลนี้ ขอบคุณคุณหมอมากๆสำหรับการรักษาและดูแลหนูด้วยดีตลอดมา คนดีๆควรได้รับแต่สิ่งดีๆค่ะ,"Dr. Chaiwat Utapao best for this hospital. Doctor, thank you very much for the care and treatment of rat all along. People should just get good stuff here.",3
ช้ามากเลยมาแต่ตี2เด็กม่สบายหมอช้ามากสมควรมีหมอเด็กเหมือนตอนกลางวันชักทีจะได้อุ่นจัยเเละเร็วกว่าแบบนี้้ช้าจ้องทำงานเข้าจัยบางสิค่ะ,"Very slow, but hit the two children without a doctor's slowly becoming a doctor like daytime seizures are factors were warmer than this fixed soon run into some research stations.",3
"โรงพยาบาลนี้ แย่ที่สุดๆ วันที่ 29/07/14 เวลา 19.00น. ฉันได้ไปหาหมอที่โรงพยาบาลนี้้เป็นครั้งแรก พอเข้าตรวจวัดไข้วัดความดัน เสร็จก็รอหมอตรวจ ก็เห็นหมอยืนจับกลุ่มคุยกันตรงที่ฉันนั่งตรวจวัดไข้ ไม่มีมารยาทเลยและไม่สนใจคนไข้ ฉันก็สงสัยทำไมคุณหมอไม่เรียกสักที ประมาณ 25 นาที ฉันเห็นผู้หญิงที่ยืนจับกลุ่มคุยกัน เดินเข้าไปในห้องตรวจ แล้วก็เรียกชื่อฉันเข้าไป จึงรู้ว่าที่ฉันรอคืออีหมอที่ยืนคุยอยู่นี่เอง พอเข้าไปตรวจก็ไม่มีอะไรมากถามอาการเสร็จก็""โยน""บัตรตรวจคืน ไม่มีมารยาทเลวมาอีหมอนรก มึงไม่สมควรเป็นหมอ ไม่มีจรรยาบรรณของหมอ ปล่อยให้คนไข้รอมึงคุยเสร็จหรออีเลว เป็นอะไรที่แย่มาก และฉันจะไม่ไปอีกเลย จะย้ายโรงพยาบาล อย่าไปโรงพยาบาลนี้เด็ดขาด","This hospital is the worst day on 7/29/14 at 19:00. I had to see a doctor at the hospital for the first time. Enough to measure the temperature, pressure gauge. I finished Doctor I saw groups of people standing exactly where I sat measure fever. No manners at all and do not care patients. I was wondering why you have not called me about 25 minutes, I saw a woman standing gather and talk. Walked into the examination room Then he called me into I knew I was standing talking to a doctor's me. But the check was not quite what I had done, ""throw"" card check back. No bad manners to mor e hell. I do not deserve to be a doctor There is no code of conduct for the Doctor Patients waiting for you let me finish talking, e bitch. What is terrible And I would not go again. Moved to Hospital Do not go to this hospital decisively",1
คุณหมอพูดจาไม่ดีมากคะ นางพยาบาลพูดจายังดีกว่า เจาะเลือดคนแก่จนเส้นเลือดแตก ประสานงานล้าช้าและผิดพลาด แย่มากๆ,"You do not speak it very well. Better yet, the nurses talk Blood vessels are so old. Coordination slow and terrible mistake.",1
ตอนนี้เราฝากท้องที่โรงบาลบางนา//แต่พอถึงเวลาคลอดเราจะไปคลอดที่โรงบาล ศิรินธร จะดีใหม**เพราะใกล้จะคลอดแล้วอีก2เดือนแต่ไม่รู้จะไปคลอดที่ใหน โรงบาลนี้เป็นโรงบาลรัฐบาลใช่ใหม**,"Now we ฝaktgag the hospital Na // But by the time we get to the maternity hospital to give birth to a new government Sirin ** For nearly two months, but already re-birth to the birth of the new. Hospital is a government hospital, yes, sex. **",3
เรื่องมีอยู่ว่า แม่ของฉันตาแดงน้ำตาไหลตลอดเวลา ของฉันใช้บัตร 30 บาทขึ้นตรงกับโรงพยาบาลนี้ฉันพาแม่ไปหาหมอที่ศูนย์บุญรอดที่ไกล้บ้านก่อนเนื่องจากเดินทางไปโรงบาลไกลกว่า พอไปถึงศูนย์หมอก็บอกว่าไม่สามารถบอกได้ว่าตาเป็นไรเพราะไม่ใช้หมอตาเลยให้ยามากิน พอกับมาก็ยังไม่หาย จึงต้องไปโรงบาลใหญ่ที่สิรินธร แต่ไม่ได้เอาใบส่งตัวมาเราไม่คิดว่ามันจะสำคัญอะไรเพราะใบนั้นมันไม่ได้บอกว่าตาแม่เป็นไร พอไปถึงก็ได้คำตอบเดิมว่าไม่รู้ว่าตาเป็นอะไรเพราะไม่ใช้หมอตา สรุปยังไงค่ะ บัตร 30 บาท ก็จ่ายเงินนะ มันรักษาอะไรได้บาง อยากให้คุณลองคิดถึงว่าเป็นคนในครอบครัวคุณเจอแบบนี้จะรู้สึกยังไง ไปหาหมอก็ต้องการหายต้องการอยากรู้ว่าเป็นอะไรการรักษายังไง นี้ได้แต่ยามากินจนลำไส้แม่ฉันพังหมดแล้ว...แย่สุดปลายเท้ามาก,"Reply with quote My mother's eye weeping all the time. My 30-baht card directly to the hospital, I took my mother to the doctor at the center Bunrod closer to home before traveling to more distant hospitals. Enough to say that a doctor can not tell if the eye does not matter because the eye doctor's prescription to eat. I was not about to disappear. I have to go the hospital at Sirindhorn. But do not take the invoice, we did not think it would matter because it is not the eyes that's okay. But the answer was not to know that the eyes are not what they used eye doctor also concluded that the card was paid 30 baht treat it like what it does. I want you to imagine that you are a family man like this would feel. I'd gone to the doctor needs to know what it is to maintain it. But this medicine bowel mother to eat until I broke down ... worst-foot lot.",1
หมอน้อยมากบริการช้า,Doctor very slow service,1
ถ้ามีลูกอีกคนจะไม่คลอดโรงบาลนี้อีก ผู้ช้วยในห้องคลอดกรุณาพูดจาให้มันดีๆๆหน่อยนะพยาบาลชั้น6ก็เช่นกันไม่มีความรับผิดชอบ,"If more children are born in hospitals again. Assistant in the delivery room, please talk to me like it was a good nurse, 6th floor, too irresponsible.",1
ไม่ได้เรื่องเลยไปตรวจท้องแทนที่จะนัดวันให้ก้อไม่นัดบอกใหกลับไปหาหมอที่สระบุรีแร้วให้เค้านัดแย่สุดๆหมอกะพยาบาลพูดจาไม่ได้เรื่องไปนั่งรอหมอตั้งแต่7โมงได้ตรวจ10โมง,"I do not go to the meeting instead of days, but I was not told to return to the doctor listening to snare shots that poor doctor's medical parlance, is not about waiting for the doctor to check from 7 am to 10 pm.",1
มีความห่วยระดับ10 มีอาการเป็นไข้ความจริงไม่ต้องรีบมานะคะ เหมือนคนอื่นๆที่เป็นไข้ค่ะ คือกุก็เคยเป็นไข้ไหมคะ!! แต่กุใช้ประกันสุขภาพซึ่งแน่นอนกุไม่มาที่นี่แน่นอน ที่อื่นเขารักษากุเลยค่ะ มาแล้วไม่ทำอะไร บอกความจริงไม่น่ารีบมา คือต้องใกล้ตายก่อนป่ะ!!,"The 10 runs In fact, the flu did not need Mana. Like others who have a fever. Like the shrimp had a fever !! But things take a simulated health insurance, which is certainly not coming here, of course. He maintained that other things do not. I do not Tell the truth, do not hurry. Is close to death before me !!",1
ที่นี่ให้บริการมากครับ ส่วนคุณหมอก็ดูแลผู้ป่วยดีครับ,It offers a lot The doctor was good patient care.,2
ดีมากครับ,Very good,5
เหี้ยมากๆครับ...ผมพาแฟนไปหาหมอไปมา3ครั้งไม่เคยได้เจอหมอไปครั้งแรกบอกให้มาก่อนเที่ยงครั้งที่2ไปบอกไม่มีหมอพอวันนี้ไปเป็นครั้งที่3เสือกบอกให้มาก่อน9โมงผมนี่อารมเสียกับอีพวกคัดกรองจิงๆ...นี่กูจ่ายเงินสดนะนี่กูยังไม่ได้รับการรักษาแร้วพวกที่ใช้สิทธิ์30บาทกูว่าเขาคงรอวันตายอย่างเดี่ยวมั้ง...เหี้ยสัสสัส,"Damn it ... I took a girlfriend to go to the doctor three times, has never met the doctor first told to come before noon, 2 to say no to doctors, but today was the third Tough to say before. 9 pm I was this emotional event with the screening of each other ... this is my cash, you do not get the treatment they used to snare 30 baht me that he was waiting for me to die. damn .. McCluskey McCluskey",1
พาแฟนไปฝากท้องตั่งแต่6.30เสร้จอีกที 12.30ขอใบรับรองแพท พยาบาลนั่งกดโทรสับ รอไปอีกครึ่ง ชม. มาทำงานหรือมากดโทรสับ':(,Led fans to ฝaktgag from 6.30 Saray district again. 12:30 certificate Patterson Call ambulance ride to the hack to wait another half hour or more to make the hack ':(.,1
อยากถามจริงเลยจะต้องมานั่งรอสักประวัตินี้ครึ่งวันเลยรึไงคะไม่ต้องทำอะไรกันพอดีมากี่ครั้งกี่ครั้งก็เป็นเหมือนเดิมทุกทีไม่มีการพัฒนาระบบให้มันดีกว่านี้รึไงคะรึว่าบุคลากรของ รพ.ไม่พอรึไงคะถึงได้ช้าขนาดนี้....,He actually asked me to have to sit and wait for history to this day huh do not have to do it many times how many times it is the same anywhere without developing a system to better than this I do not know the personnel. Hospital did not do enough to slow this ....,1
ไม่เคยไปหาหมอครับออกกำลังกายทานอาหารให้ครบ,Never go to a doctor's fitness to complete the meal.,3
ช้ามาก,very slowly,2
บริการหมาไม่แดก,Service dogs not Riksdag,1
ผมเข้าใจนะว่าเหนื่อยแต่ควรเก็บอารมณ์หน่อยคนป่วยตอ้งการกำลังจัยนะคัฟไม่ใช่ต้องการคำพูดแดกดันokนะสั้นๆที่เหลือคิดเองโตๆกันแล้ว ขอบคุน,"I understand that I should keep it a little sick, referring to factors that are not grinding like saying ok it ironic brief rest, then do yourself a big thank you.",3
พยาบาลหน้าห้องฉุกเฉินพูดจาหมาไม่แดก17/1/58,Hospital emergency rooms do not speak dog Riksdag 01/17/58.,1
หมอก้อใจดี...พยาบาลก้อมีน้ำใจ,"I'm kind, generous ... I care.",4
ผมคิดว่า พนักงานควรมีจรรยาบรรณ แม่งหน้างอทุกเคาน์เตอร์ที่ไปใช้บริการ บอกตรงๆถ้าเข้ามาทำงานแล้วควรใส่ใจหน่อยครับ ถ้าไม่พอใจการทำงานก็ลาออกไป อย่าอยู่ถ่วงความเจริญเลยดีกว่า ครั้งแรกที่มาใช้บริการสถานนี้แห่งนี้ ลองใช้ประกันสังคม ห่วยจริงๆ เลขาหน้าห้องตัวดีนักมึง อีกสามวันมึงเจอกูแน่ จ่ายประกันสังคมตลอดทำงาน แต่ไปรักษาโดนเก็บเงิน เฮงซวย มึงไม่ให้กูพบใช้มั้ย เจอกัน,"I think the staff should have a code of ethics. Your mother to frown all counter service. Frankly, if I come to work should pay attention to me. If not satisfied with the work he resigned. Do not clutter the boom is better. The first place to come to this area. Try social secretary sucks really bad in front of you. Three days just do it. Social Security to pay all the work But to maintain a collection of outrages you do not find me, eh.",2
ฝากท้อง(ฝากพิเศษ)คุณหมอพูดดีมากให้คำแนะนำปรึกษาดีแต่วันไปคลอดเจอพยาบาลพูดจาไม่ดีเลยไม่สนใจความรู้สึกของคนท้อง,"ฝaktgag (deposits) You speak very good counseling to birth date, but I do not speak good care not to ignore the feelings of the stomach.",4
ไม่ทราบว่าสิทธิบัตรทอง ยังติดอยู่ต่างจังหวัด จะสามารถรักษาที่โรงพยาบาลสิรินธรได้ไหมคะ,Patents do not know gold Also attached to the provinces It can be treated at the hospital Sirindhorn me.,3
ดีคราฟพยาบาลภายใน แต่ตรงระเบียนเวชไปทีไรเสียความรู้สึกทุกที,Good nurses within Wollstonecraft But medical records directly to the ranch feel bad again.,4
อยากทราบว่า ฝากครรภ์ เสียค่าใช้จ่ายประมาณเท่าไรค่ะ,What antenatal care about how much it cost.,5
"ดูเเลคนไข้ที่มารักษาให้สมกับที่คนไข้ได้ฝากชีวิตใว้ในมือหมอ!,ไม่ใช้ปล่อยทิ้งให้นอนทรมาร!!! ใส่ใจคนใข้หน่อย!!..มารักษานะไม่ได้มานอนรอความตาย!!","Look after patients who had treatment for a patient with a doctor on hand to entrust my life!, Not left lying Trust devil !!! Conscious people gain a little treat !! .. I did not sleep for dead !!",1
ผมพาแฟนไปตรวจสุขภาพ แฟนผมไอแล้วก็เจ็บคอ แต่คุณหมอพูดจาไม่ดีผมไป ประมาณเที่ยงคืนครึ่งแต่คุณหมอถามว่าทำไมไม่มากลางวันทำไมต้องมากลางคืนนี่คือห้อง ฉุกเฉิน นะคะ คุณหมอพูดแบบนี้ แฟนผมก็งง ทำไมคุณหมอถามแบบนี้หรือว่าคุณหมอบริการคนไข้แบบนี้ คนเป็นไข้จะไปเวลาไหนก็ได้ไม่ใช่เหรอครับ เหรอจะให้มาเฉพาะกลางวันอย่างเดียว ถ้าคนจะตายจะไม่ตายก่อนหรอครับ,"I took my girlfriend to a medical examination My girlfriend and was coughing and sore throat. But doctors do not speak good to me. Around midnight a half, but you have to ask why not lunch, why this night is like an emergency room doctor was puzzled why I say this, I asked this doctor or that doctor this hospital. The fever is not going to wait any time. It will come only one day. If people are dead are not dead before, too.",1
เป็นหมอได้ไงว่ะ อารมณ์ไม่ดีไม่ตรวจ แล้วไม่บอกกรุล่ะ เสียเวลารอมึงทั้งวัน หน้าหีจิง,I'm not a doctor Make a bad mood Do not tell me dungeon Waste time waiting for the next day's pussy.,5
ใส่ใจกับคนไข้สักนิด เค้าอาจจะไม่ใช่คนในครอบครัวคุณแต่พวกเค้าคือหนึ่งชีวิตที่ฝากความหวังสุดท้ายไว้กับพวกคุณ จงรักษาทุกคำพูด ทุกประโยคที่พวกคุณได้กล่าวคำปฎิญาณเอาไว้ให้ขึ้นใจ...ขอบคุณ,"Pay attention to the little patients He may not have family, but their life is one of the last hopes with you. Keep every word Every sentence you've sworn I said to him ... thanks.",1
พออไช้.แต่ขอไห้.ปรับดีดีหน่อย,Use it. But ask them. I adjusted well.,3
ได้ยินคนเขาพูดมาฟังดูแล้วแย่มาก,He heard someone say it sounds terrible.,1
แย่สุดๆ,Bad deal,1
ห่วย !,Sucks!,1
คุณยายรักษาตัวอยู่ที่นี่ ฝากคุณหมอกับคุณพยาบาลช่วยดูแลด้วยนะค่ะ,Grandmother treatment here. Leave your doctor about your medical care with me.,4
บริการแย่ แม่เสียชีวิต เพราะหมอบอกไม่เป็นไรกลับบ้านได้ กลับมาไม่ถึง2วัน,Service terrible mother died because the doctor told me not to go home. To less than 2 days,1
จิงๆด้วยค่ะ พยาบาลชั้น5น่าห้องพิเศษแย่จิงๆ คนไข้อาเจียนผ้าปูก็เลอะ แผลก็เลอะอาเจียน บอกให้มาล้างแผลให้ รอเป็นชั่วโมงเลยไปบอกแถม จิกตาใส่อิก..หึๆ...!!! เด่วรุเลยถ้ายังเป็นนี้ยู่,D Nurse too much room on the 5th floor it's on. Patients vomiting linen was dirty The wound was stained vomiting Told to wash wound He told me to wait for hours. Logic eye on Igor.. With a chortling sound ... !!! Wonder if the model is also subjected to this.,2
เป็นแค่ผู้ช่วยหมอก็จริง แต่ควรอบรมนิสัยการพูดการจาให้ดีกว่านี้นะค่ะ เพราะถ้าคนไข้เขารู้เรื่องการรักษาตัว หรือ อื่นๆ เขาคงไม่ต้องมาหาหมอหรอกค่ะ คงเปิดโรงพยาบาลที่บ้านละ,"As an assistant doctor was real. I should say, the necessary training habits to better it. If patients knew about treatment or else he would not have to see a doctor about it. So the hospital than at home.",1
ผมเข้าไปนอนมาสี่คืนเห็นใจพวกพยาบ .าลและผู้ช่วยพยาบาลและพวกพนักงานทำความสะอาดเช็ดขี่้เช็ดเยี่ยวโดยไม่รังเกืยจไม่ใช่พ่อใช่แม่เค้าซักน่อยเค้ายังทำได้ถ้าเป็นเราเราทำได้รืเปล่าแก้ผ้าเช็ดตัวใส่แพมเพิ่ดปะแป้งโดยไม่รังเกียจถ้าผมมีตังจะให้เงินเดือนซักเดือนละ5แสนเราว่าน้อยไปด้วย.ซำ้ ต้องดูทั้งเหตุและผลก่อนทื่จะว่าใตร,I had slept for four nights sympathetic to the amphetamines. . Page and assistant nurses and cleaning staff wipe riding wipe pee without nest almost on the non-fair mother would do less but to do it if we do or do the towel on Pam increase the perfusion starch. I do not care if I have to be gluten-month salary raise 5 billion less to us. Repeat. To see the cause and effect prior to that under the FDA.,4
จัดได้ว่าเป็นร.พ. ที่ยอดแย่มากๆ..ทั้งหมอ ทั้ง พยาบาล. ไร้จรรยาบรรณ,It was a process. May. The balance is very bad.. The doctors and nurses. Unethical.,1
ไปใช้บริการหลายครั้งก็ดีนะ,To take some time to think.,4
แย่ที่สุดเรย จัดยา อะไร ให้ ก้อไม่รู้ จัดให้ยาย พอยายกิน แบบว่า ร้อนตัวไปหมด แล้วก้อบอกไม่เป็นรัย แย่มาก แล้วพูดจา ได้ เหี้ยมาก,"Ray worst drug that I know what I provide for my grandmother, I worry that I have not gone into anything terrible things have been very bad.",2
พยาบาลห้องคลอดพูดจาไม่ไพเพราะชอบตะคอกเคยโดนเล็บจิกตอนเจ็บท้องตอนนี้ลูกได้26วันค่ะและพยาบาลที่ห้องพักชั้น6พูดจาว่าแดกแถมผู้ช่วยพยาบาลตะคอกใส่ตลอดควรอบรมพยาบาลทุกคนเลยนะค่ะ,"Hospital delivery room because I do not speak Pirates snapped a pinch I've hit the nail on child labor is now 26 days and nursing room, 6th floor, saying it is ironic that the nurse should be trained as a nurse shouted at everyone wrong.",1
แฟนผมมาคลอด เข้าห้องคลอดตั้งแต่2ทุ่มวันที่28/3/59 ตอนนี้จะ9โมงเช้า 13ชั่วโมงแล้ว ผมก็รออยู่หน้าห้องคลอด13ชั่วโมงแล้ว ไม่ได้ไปอี้ ไปเ_ี่ยวเลย มันไม่บอกอาการคนไข้ ถามเจ้าหน้าที่พยาบาลประจำห้องคลอดมันก็ตะคอกใส่ว่าไม่ร!ู้ มันใช่เหรอ นี่หรือลูกจ้างราชการที่กินภาษีประชาชน ผมถามตามสิทธิของคนไข้และญาติคนไข้ครับ,"My girlfriend was born in the delivery room from 2 pm on 3/28/59. Now 9 am 13 hours ago I was waiting outside the delivery room 13 hours a day, then do not go to the defendants _ The chair unit, it does not tell a patient. Ask the staff room nurse snapped at birth, it was not that hard! Clients it right here waiting for official or employee taxes that eat people. I asked for the rights of the patient and the patient's relatives.",5
ห่วยแตกหมาไม่แดกบริการห่วยสุดๆๆพูดจาไม่สุภาพด่าคนใข้ไม่สนใจคนใข้ แผนกอายุรกรรมหญิง ชั่น 5 ปิดไปช่ะโรงบาลนี้ ถ้าจะบริการหมาๆๆแบบนี้,Stunk not nearly bad as any other service not polite to ignore the insults were aided aided. 5 Department of Medicine female flight to rinse off this hospital. Service Dogs will be like this.,1
ทำไมพ่อผมยังมึนๆหัวอยู่เลย... ให้กลับบ้านซะงั้น,Why I'm still numb in my head ... The home stuff,1
ห่วยและแย่มากทั้งพยาบาล และหมอจรรยาบรรณไม่มี คนไข้รักษายังไม่หายไล่ให้กลับบ้าน เลวมาก สงสัยตั้งแต่ทีแรกแล้วว่าทำไมโรงพยาบาลนี้ถึงคนเข้าน้อยมาก พยาบาลก็ชอบเอาหมาไว้ที่ปาก ผู้ช่วยพยาบาลก็เหมือนกัน ถ้าญาติพวกมันเข้าโรงพยาบาลแล้วเจอแบบนี้บ้างพวกมันจะรู้สึกยังไง หมอก็ตรวจโรคได้มั่วมาก จากที่เป็นน้อยจนกลายเป็นเยอะแถมโดนให้ออกอีกต่างหาก จนต้องย้ายไปอยู่โรงพยาบาลอื่นขอบอกคำเดียวว่าเลว ครั้งเดียวและครั้งสุดท้ายที่จะเข้าโรงพยาบาลนี้,"Suck Creek and the Hospital No ethics and doctor Outpatient treatment has not lost a home away from bad wondered at first why this hospital as very few people. Nurses like a dog on the mouth. Nursing assistants are the same If their relatives to the hospital, but this is what they feel. Doctor's diagnosis was very promiscuous. From the little I got into a lot of them out separately. He has moved to another hospital to say a single word that bad. One time and last time to this hospital.",1
ไคฝากครรที่นี้มั้งอ่ เค้ารับฝากครรใหม่วันไหนมั้งอ่ ช่วยบอกที,Kyle leave the drive that is not bent. Get new a new day of great help to me.,5
น่าจะปิดไปเลย บริการแย่มาก,To turn off the terrible service.,1
หรูสุดในย่านนี้,Luxurious neighborhoods,5
สำหรับข้าพเจ้าใช้ได้ค่ะ ดีมากค่ะ,For me it is very good.,5
การบริการพอใช้ได้นะคะแต่นางพยาบาลห้องพักรวมคนไข้น่าจะพูดจาให้ดีกว่านี้โดยรวมแล้วพอใช้ได้บางแผนกขอชมว่าพยาบาลบางท่านดีมากเลยคะ,"The service is fairly good nurse, but patients should be included in the room to speak fairly good overall, some departments may see that some nurses are very good.",3
พยาบาลห้องคลอดการบริการโคตรแย่ พูดจานี้หมาไม่แดรกเลย. ถ้ามารยาทแบบนี้ไม่รุ้มีการศึกษามาทำไม. ถ้าไม่รักในการบริการอย่างทำเลยเสียความรุ้สึก. แย่มากๆๆๆๆๆ,"Hospital delivery room, service terrible descent. This dog does not speak drachmas. If this courtesy does not understand why I have to study. I love the service, I do feel bad. Poor little things.",1
พญ.สาธิมา** ไม่สนใจคนไข้เลยค่ะ มัวแต่เล่นไลน์ แล้วคุยโทรสับ จนคนไข้ไม่รอแล้วค่ะ,MD. ** Susan was not my patient. But playing offline Call and talk chopped Do not wait until the patient already,1
แย่มากพูดเรย เรื่องการบริการ คำพูด การดูแลคนไข้ ไม่ดีเรย มีดีแค่แผนก เด็กแผนกเดียวเอง จิงๆ,"Terrible's array of services, saying the patient has a bad race, just a single department, the department's own D.",1
ขอบคุณครับที่ดูแลลูกเมียผมเป็นอย่างดี ( แต่ร.ป.ภ.หน้าปูดไปหน่อย สงสัยไม่ได้พักผ่อน),"Thanks to the care of children, my wife is very good (but hard. PS. E. Page bulging back. I had no rest)",4
หมอพูดจาแย่มากถึงมากที่สุด(บางคนนะค่ะ)แต่ส่วนใหญ่แย่ค่ะแย่มาก ทั้งห้องฉุกเฉินทั้งห้องตรวจยิ่งห้องตรวจยิ่งแล้วค่ะพูดจากับคนไข้อย่างกับคนไข้นี่เป็นหมา!! คนนะค่ะคน บริการก็แย่ ปรับปรุงด่วนนะค่ะ ก่อนที่จะเสียหายไปทั้งโรงบาล,"Talk to the most terrible (some of them), but most of it terrible terrible. The emergency room and examination room, the examination room, the patient then talks with a patient is a dog !! The service was bad, it was urgent to improve it. Before the damage to the hospital.",2
ผมขอประวัติการรักษาผู้ป่วยเพื่อที่จะไปแครมประกัน ไม่รู้ว่าประวัติผู้ป่วยเนี่ยใช้เวลาทำเป็นเดือนเลยหลอ โทรไปก็ผลัดไปเรื่อยทำงานล่าช้ามาก บริการห่วย พูดจาห่วยแตกแย่ๆๆๆๆๆ,"I treat patients with a history that goes to Cal insurance program. That patient spent a month at all handsome. Call it turns to be very slow service, poor things stunk worse yet.",1
เคร,Crazy,3
ผมขอระบุแผนกที่เจอเลยนะ ชั้น5ครับ พยาบาลพูดจาแย่มาก ตรวจสอบด้วย,"Let me specify my department, my top 5 things I care very bad review.",5
เป็นโรงพยาบาลของรัฐบาล ใหญ่แห่งเดียวในย่านประเวศ แต่บุคคลากรในการให้บริการน้อยกว่า ซี่งผู้รับบริการมาก เหมือนสถานพยาบาล มากกว่าโรงพยาบาล,The government hospitals Nations in Prawet district The personnel of the service at least. Easy to service more Unlike nursing homes Over Hospital,4
รอนานมั่กๆๆหมอตรวจช้ามากมายกว่าจะลงตรวจเห้อ,The long wait Boonto so much slower than the doctor down the climber.,1
เป็น ร.พ.ที่ดีแห่งหนึ่งค่ะ ดีงาม น่ารักตั้งแต่เจ้าหน้าที่ต้อนรับยันคุณ ๆ หมอและพยาบาลค่ะ มีคนใช้บริการเยอะ เจ้าหน้าที่ก็ใจเย็นและยิ้มตลอดค่ะ ขอให้รักษาความดีนี้ไว้ตลอดไปนะคะ ไปใช้บริการไม่บ่อย (สิทธิ์ 30 บาท) แต่ทุกครั้งที่ไปก็ได้พบเห็นสิ่งดี ๆ นี้เสมอค่ะ,"It is hard. May. We have a pretty good until you love the staff and the doctors and nurses here. There are a lot The staff was calm and smiling throughout it. Maintain this to me. To use the service less frequently (in 30 baht), but whenever I see the good things is always good.",5
หมอห้องรอคลอดแย่ มากค่ะ พัฒนาหน่อยนะค่ะ,Poor prenatal doctor's waiting room very little development.,1
ดีค่ะ ดีมากเลย เคยผ่าตัดที่นี้ค่ะ,Hi nice to have surgery now.,5
บริการดีมาก ตั้งแต่.รปภ.จนถึงพยาบาลหมอและเจ้าหน้าที่ทุกท่าน สถานที่ก็สะอาด จากเมื่อก่อนผมเคยมองโรงพยาบาลของรัฐในแง่ลบ แต่ครั้งนี้ผมได้รับการช่วยเหลือชีวิตจากทางโรงพยาบาลในการผ่าตัดไส้ติ่งแตก เพราะความชุ่ยของโรงพยาบาลเอกชนแห่งหนึ่งแถวถนนบางนาตราด ถ้ามีโอกาสผมจะกลับไปตอบแทนคุณโรงพยาบาล..วินัย วงสุวรรณ,"Since the service is great. Security. So far, doctors, nurses and all the staff. The place was clean From the past, I've looked at a state hospital in the negative. But this time I was rescued alive from the hospital for an appendectomy vary. It's casual, private hospitals located in Bangna Trad. If I have the opportunity to return back to your hospital.. Discipline gold band.",5
คุณพ่อต้องแอดมิด. พยาบาลหนักไปทางกิน (เคี้ยวตลอดเวลา ปากไม่มีว่างคะ ) เล่นเฟสบุ๊ก เล่นเกมส์คอมพิวเตอร์นะคะ เอาเวลาไปใส่ใจคนไข้ดีกว่าไหม ไม่เจ็บไม่ป่วยเค้าไม่มาหรอกคะ ## กินเงินเดือนรัฐ ละอายใจกันนิดส์นึง ##,"Your father must add Middlesbrough. Nursing hard to eat (Chewing time I have no space), playing computer games on Facebook here. Time to take care of patients better. Not sick, he does not have ## state salary. I was ashamed that I was ##.",1
บริการแสนห่วยภายใต้สังกัด กทม. และผู้มาใช้บริการเยอะมาก แต่ไม่มีการจัดระบบ ในการให้บริการที่ดี และกรอกเอกสารเยอะมากเกินความจำเป็น,A poor service under Bangkok and the service very much. But there is no organized system To provide better service And fill it more than necessary.,1
