th_comment,en_comment,score
แจ้งเวลาพบแพทย์ 11.50น. แต่เวลาล่วงเลยไป 13.30 น.ยังไม่ได้เจอหน้าคุณหมอเลยค่ะ รอบนี้ก้อเลยไม่รุ้ว่าจะเป็นที่อารัย ครั้งแรก 16 กค.เปลี่ยนแปลงระบบ รอบสองนี้ไม่รู้ว่าเปลี่ยนอะไร,"Inform your doctor at 11.50. However, the time elapsed 13.30. You have not seen it. I do not know whether this is the first time ah consigned July 16. Changing the system. These two do not know what changed.",1
เท่าทีไป2ครั้งก้อOK นะ,"OK, so as to 2 times.",3
ดีค่ะ,good,5
เอาไป5ดาวเลยคับ,Took my 5 stars,5
ขอบคุณสำหรับการรักษาที่มีมาตรฐานสูง,Thank you for keeping the standards high.,5
ดีมากเข้าไปนึกว่าโรงแรม5ดาวลืมความทุกข์ไปชั่วขณะคุณหมอทุกคนเก่งมากเหมื่อนอย่างหมอเทวดาพี่สาว3วันกลับบ้านได้หลานสาวแค่ฟังเสียงหายใจรุ้เรื่องกันไปเลยกำลังคิดว่าถ้าพีน้องป่วยก็จะไปอยุ่ที่นี่กันหมด,"Very nice to think that 5 star forget the suffering momentarily doctor all very well before these hands of doctors angel sister three days to return home granddaughter's voice breathes know the story well, it was thought that if the brothers. patients had to go out a lot here.",5
หมอเก่ง,Dr. Wally,5
ก็ดีครับ,well,3
ลูกสาวรักษาอยู่ที่ศิริราช ลูกสาวไม่มีรูทราว คุณหมอรักษาดีมากค่ะ อยู่ตึก72ปี ค่ะ,Daughter treatment at Siriraj No daughter Ruth Brown You treat me very well in building 72 years old.,5
บริการดีครับรวดร็วทันใจใม่ต้องรอนานสถานที่สวยงาม,Good service at a stretch goals that instant races not have to wait long beautiful place.,4
ไปใช้บริการแผนกศูนย์กระดูกมาคะเจ้าหน้าที่แนะแนวถามละเอียดดีคะหมอที่แผนกที่รักษาเส้นเอ็นฉีกผ่าตัดมาก็ดีขึ้นหายเจ็บ,To use the service department counselor asked me a bone at the front of good doctors who treat the tendon tear surgery I lost my place.,3
ผ่าตัดไหล่ที่นี่บริการดีคับ ราคา ถูกกว่าเอกชนทั้วไปนะคับ,"Shoulder surgery that good service is cheaper than private, they're going to do it.",4
พาแฟนมาตรวจหู ลงทะเบียนเสจ7โมงเช้า นี่บ่าย 3ยังไม่ได้ตรวจเรย หมอเข้าๆออกๆนอกห้อง สุดท้ายหมอหาย เหลือหมอตรวจเพียง 1คน คนไข้ยังรอหลายคน มีพยายาลมาบอก ให้มารออีกทีบ่าย 2 ไปกินข้าวก่อน กินข้าวเสจ ยังรออีก แต่คนไข้ลดลงแล้ว ทั้งๆที่มาเช้านะ แต่ทำไมดูเหมือน คิวสุดท้าย ไม่ทราบว่ามีมาตราฐานการจัดคิวแฟ้มประวัติกันยังไง คนมาก่อนจัดเปนคนสุดท้าย แย่มากๆ ไม่มีเหตุผลบอกกันให้เข้าใจสักนิดเรย แย่มากๆ,"Fans came to the ears Registration messages 7 o'clock this afternoon 3 Sq not an inspector. Doctor in and out of the room. Finally the doctor away The doctor only 1 patient waiting several people. The drugs have a say. To wait another 2 pm to eat dinner before the message is still pending, but patients already fallen. That morning I But it seems that there are no queues final standard queuing profiles are not. The previously classified as poor last no reason to say it's a very bad moment.",1
แพง,expensive,5
คุณหมอเก่งมาก. แม่ทำบายหัวใจสามเส้น.ผ่านมาสิบปีแล้ว. ยังแจ๊ว,You are very good. Made three lines by heart. Over the last ten years. The Jazz also,4
แพงดี รอหมอนานมาก พนักงานบางคนยังติดทำตัวแบบเจ้านายไม่มีเงินตายอย่างเดียว แต่รักษาดีให้5ดาว,"The doctor is better to wait a very long time, some employees still behave like princes, no one died. But maintaining a good 5 stars",5
ดีคะ,good,5
ที่นี่สองมาตรฐานหรือคะ?? บริการชาวต่างชาติดีกว่าคนไทย แค่ใบนัดให้รอตามคิวไม่ได้หรือคะ?? เค้าทำผิด ลัดคิวขอใบนัด ทำไมคุณไม่ชี้แจงให้รอตามคิวคะ?? ต้องเดินไปเขี่ยๆหาใบนัดให้เลย แล้วคนอื่นๆที่นั่งรอก่อนหน้าคืออะไรคะ?? แม่ดิชั้นก็จ่ายเงินเข้ารับบริการนะคะ ไม่ได้มาขอให้ดูแลฟรีๆ คุณแม่ผิดหวังมากค่ะ ..,This double standard or what ?? Better services for foreigners in Thailand. I'm just waiting on the queue or not it ?? Do Ladciw Request appointment. Why do not you explain to the queue waiting for me ?? You have to rake leaves for a timetable for them. Then other people waiting before what is it ?? The first floor was paying accepted it. Care not for free. You disappointed me ..,2
สวัสดีคะอยากจะสอบถามคะว่าตาเหล่สามมารถดึงตากลับได้ไหมคะแล้วค่าใช้จ่ายเท่ารัยคะ,"Hi, I would like to ask that the third car pulled squint your eyes to know what it cost me anything.",4
สบายใจที่สุดเลยค่ะเมื่่อไป ศิริราช ไปตามรับสั่ง ทูลกระหม่อมพ่อ พระบาทสมเด็จพระเจ้าอยูหัวปรมินทรมหาราชาภูมิพลอดุลยเดช ได้เดินดูรอบศิริราช ตามรับสั่ง ทูลกระหม่อมแม่ สมเด็จพระนางเจ้าสิริกิตริ์บรมราชินีนารถ ค่ะ ไม่กี่วันนี้จะไปค่ะเพราะว่าใกล้วันเกิด ใกล้สอบ จะไปกราบถวายพระพร ไปถวายรายงาน ด้วยระบบการบินส่วนพระองค์ ค่ะ คิดถึงมากค่ะ เป็นห่วงมากด้วยค่ะ พระนามโปรดเกล้า < หม่อมเจ้าหญิง พลอยแสง วชิราลงกรณ์ ณ นคร < miss chonrada bunklung < 0840485558,"When an uneasy one, went to Siriraj Majesty's orders. His Majesty the King, the head of global US Navy Great King Bhumibol Adulyadej. Walking around Siriraj Majesty commanded by his mother. Her Majesty Queen Sirikit, Bob served it in the car for a few days, because this is going to close near the day to respectfully salute to the report presented by the aviation system, and he misses me very much concerned with it. Please put the name <grandson female gem light Wachira Chulalongkorn at the City <miss chonrada bunklung <0840485558.",4
ดูแลเอาใจใส่คนไข้ดี มีหมอที่เชี่ยวชาญรัษาโรคเยอะ แต่ส่วยมากคนเยอะ รอนานเวลาไปแบบฉุกเฉินกว่าจะได้ตรวจ,Better patient care A doctor who specializes in diseases like oral language. But very crowded The long wait for an emergency to be checked.,3
โรงพยาบาลก็เหมือนองค์กรการ บริการทุกอย่างของประชาชนคนไทยควรต้องเห็นใจคนป่วยทุกคนสรุปก็ดีแต่บางครั้งต้องเน้นการบริการทุกอย่างสุภาพเรียบร้อย,"Hospitals like the organization All citizens of Thailand should be sympathetic to the sick, everyone was pleasant, but sometimes need to focus on everything modestly.",5
ทุกอย่างดีหมด ยกเว้นเรื่องจอดรถ เราเป็นคนไข้ของ รพ.ศิริราชปิยะ (เอกชน) ผ่าตัด 2 รอบ รอบสองต้องไปฉายแสงที่ศิริราช (รัฐ) ไม่มีที่จอดรถเลยต้องมาจอดที่ ศิริราชปิยะ (เอกชน) เสียค่าจอดรถ 600 ซึ่งแพงมาก ทั้งๆที่ก็เป็นคนไข้ของ รพ. จะขอจอดรถไม่ได้เลยรึ,"Everything is fine Except for parking We are patient Hospital Siriraj Piya (private) surgery, two laps around two to shine at Siriraj (state) no parking had to park at Siriraj Piya (private), free parking, 600, which is very expensive, even though it is a patient of the hospital. . did not ask for parking.",5
ผมไม่คิดอะหรอกครับเพราะว่าเขาบริหารจัดการดีอยุ่แล้ว,"I do not think so, because he managed to do so well.",5
ผมคิดก็ดีมากๆๆ,I think it's very good,1
ก็ดี .. แต่พยาบาลบางคนนิสัยไม่ค่อยจะดี,".. but good health habits, some not good.",5
เป็นโรงพยาบาลรัฐบาลที่มีหมอเก่งๆที่ช่วยเหลือผู้คนได้มากมีเครื่องมือทางการแพทย์ที่ดีครบ บรรเทาประชาชน เป็นโรงพยาบาลของรัฐที่ครบวงจร ช่วยเหลือได้มากๆในคนที่มีกำลังทรัพย์น้อย,A government hospital where doctors are skilled at helping people get better medical tools have matured. public relief Public hospitals are fully integrated. Help more people with less funds.,5
รพ.ของคนรวยแต่เพื่อช่วยคนจน บริการดุจญาติมิตร ใส่ใจผู้ป่วย,"Hospital, but the rich to help the poor. Services that family care patients",5
เป็น รพ.ที่มีมาตราฐานสูงมาก รองรับการรักษาได้มากหมอ ก็ส่วนมากเป็นอ.หมอทั่งนั้น,The hospital has a very high standard. Support for keeping more doctors Most of it is in. The whole pot.,5
ค่าห้องมันแพงแท้คืนละ6หมื่นเอง,It is true the room each night to 6 thousand.,3
รถติดมาก เสียเวลาในการเดินทางมากมาย,Jam so much time on the road a lot.,2
ดีที่สุด,best,5
คุณหมอ และพยาบาล บริการดีและน่าประทับใจมากๆคะ,"Doctors and nurses, good service and very impressive to me.",5
คุณภาพการบริการสมราคาทีจ่าย,The quality of service for the price paid.,5
มีโอกาสที่จะได้เห็นว่าควรทำอย่างไรเมื่อมีข่าวว่าคิดค่าบริการกรณีที่โทรศัพท์และอินเทอร์เน็ตได้เพียงไม่กีฬาที่ชอบไปนั่งสมาธิของเราเองที่ทำให้ขณะนี้ได้มีการตั้งคณะกรรมการรณรงค์เพื่อแก้ไขรัฐธรรมนูญและเรื่องที่ต้องใช้เงินซื้อดอกกุหลาบ,A chance to see what to do when there is news that charges the phone and the Internet have only sport that likes to meditate on our own which has now set up a committee to campaign for a constitutional amendment and subject. the need for money to buy roses.,5
บริการดีมากและคุณหมอรักษาดีแนะนำดีมากกว่าที่อื่นๆๆ,The service is great and the doctor recommended treatment better than other people.,5
ขอร้องเรียนหน่อยนะคัฟทนไม่ไหวจิงๆ ทางโรงพยาบาลช่วยเอาพยาบาลห้องคลอดสามัญไปอบรมเรื่องการพูดกับคนไข้หน่อยนะคัฟ (แต่ก็ไม่ใช่ทุกคนนะคัฟ) หมอให้กับบ้านได้แต่พยาบาลบ่นว่าจะไม่ให้กลับแล้วพยายามมองด้วยหางตา โรงบาลก็ใหญ่และดังนะ แต่พยาบาลคิดว่ามาอนามัยเลยผิดหวังจิงๆ รึว่าโรงพยายาลนี้เป็นแบบนึ้รึป่าวก็ไม่ทราบนะคัฟ,"Complaints little grinding can not stand each other. The hospital will take care of the delivery room to the workshop to talk to the patient a little grinding. (But not everybody's grinding) to doctors, nursing homes but had complained that they would not give it back, then try to look with the eyes. The hospital was big and good. But the health care think it's so frustrating. Did the hospital's medicines are clad Pao did not know them, grinding.",1
เยี่ยมยอด,wonderfully,5
รอพบแพทย์นานมากๆๆขนาดชำระเงินเอง,"Waiting for the doctor, the other a self-pay.",1
รบกวนท่านผู้บริหาร รพ.กรุณาอบรม พยาบาลของท่านด้วยแค่ไปสอบถามว่าคุณหมอมายัง ถีงคิวยัง หน้าคุณเธอ หงิกเป็นหมากรุกเลย ตอบมาว่า.. ..ถึงคิวก็จะเรียกเอง..แต่น้ำเสียงและหน้าตากวน ส้...มากๆ คนไข้ต้องอดข้าวอดน้ำเพื่อรอเจาะเลือดทั้งที่ในห้องเจาะไม่มีคนไข้เลยมันก็ให้รอ คนไข้อายุจะ80แล้วฉันจะต้องพาคนไข้ไปตรวจรักษาเดือน4-5ครั้ง (มะเร็งลำไส้) แผนกมะเร็งหมอและพยาบาลดีมากๆๆขอชมเชย แต่ อายุรกรรม แผนกนี้เลวมาก(พยาบาล) แต่คุณหมอน่ารักทุกท่านเลย,"View user Administration hospital Please trained nurse you just go ask the doctor to the loop queue in front of you, she bent a chess not answer that .... The queue is referred to.. But the tone and look after. and ... very patient to wait starving for blood, both in drilling, no patient has to wait for it. Patients age 80 and then I will have to take the patient to the treatment 4-5 times a month. (Colon) cancer department, doctors and nurses are very good, but I commend this very bad medicine department (hospital) but I love you all.",1
ขอบคุณมากคร้บที่รักษาคุณแม่ผมอย่างดี,Thanks MRI on maintaining your hair well.,5
รบกวนสอบถามหน่อยคับ ถ้าไม่สบายนอนโรงพยาบาลเค้าให้เฝ้าไม่คับ,Harry Forum If a hospital does not have to watch it.,4
ผมดูที่แพทย์ท่านไม่เชิงธุระกิจดีส่วนอื่น ค่อยๆปรับปรุงกันไป,I can not see a doctor oriented businesses better elsewhere. To gradually improve,5
ดีค่ะพยาบาลร่วมมือกันดีคอยดูแลดีมาก,Good nursing care very well together.,3
พยาบาลบริการ แย่มากลูกสาวป่วยเป็น มือ เท้า ปากค่ะ ไข้สูง38-39 ตลอด แต่ได้รับการบริการคือเช็ดตัวเองโดยคุณแม่ คุณพ่อ พยาบาลหน้าไม่ยิ้มจร้า นี่เอกชนค่ะเสียเงินแพงกว่าเพื่อต้องการได้รับการเอาใจใส่ที่ดีกว่าค่ะไม่ใช่บริการระดับรัฐบาล สงสัยติดนิสัยจากรากเดิมที่เคยทำงาน อบรมด่วนค่พผู้บริหาร,"Ambulance service is terrible daughter HFMD patients have high fever but was 38-39 as the service is to wipe yourself by your mother's nursing home did not smile with it. Here pay more for private'd been paying attention to good service, not the government. I have the habit of always works the same root. Quick & C Management Training",2
ตั้งแต่พาแม่มารักษาที่ไม่มีครี้งไหนที่ไม่ชอบใจ ไม่ว่าจะเป็นคำพูดการการกระทำดีมากๆครับ.ขอบอกคำเดี่ยวว่าประทับใจ.และต้องขอขอบคุณพยาบาลทุกท่านที่ได้ช่วยดูแลแม่เแ็นอย่างดี..ขอบคุณครับ,"Since her mother was not treated at the Crig do not like. Whether the speech acts very much. Let's say one word, spectacular. And thanks to all of you who have nursing care Eแe mother very well.. Thank you.",4
หมอเหี้ยมาก. ไม่พูดให้กำลังใจคนไข้ พยาบาลก็เหมือนกัน ปลุกมาเพราะคนไข้อาการไม่ดีก็ปากหมาทำหน้าไม่พอใจ มึงมีหน้าที่ให้บริการ มึงก็ทำไป ไม่อยากทำมึงก็ลาออกไป พูดทำให้คนเฝ้าไข้เค้าใจไม่ดี มึงบ้ารึป่าว มึงเรียนจบมาได้ไง (หมอพยาบาลบางตัวน่ะค่ะ) ไม่พอใจจิงๆรับไม่ได้ เงินกูก็เสียให้ เงินเดือนมึงก็ได้ ยังจะมาพูดเลวๆอีก ถึงหมอบางคนนะช่วยไปนัดกันก่อนว่าอาการคนไข้เป็นยังไง ไม่ใช้มึงมาพูดคนละอย่าง เชื่อถือใครไม่ได้สักตัว. พูดมาได้ไงถ้าคนไข้เป็นอะไรไปไม่รับผิดชอบ สารเลวมาก เหี้ยที่สุด #ทนไม่ไหวจิงๆเลบต้องพูดคำหยาบ,"Doctor damn much. I can not speak for the patient. It's the same hospital Alarm, because patients may not have made abusive upset. I have provided you do not want to do it you resigned. People say I look after it alarmed me crazy I did not know. (Doctors, nurses, some of it) upset each other was not. It was a waste of money I was not Worse still are talking again. Some doctors do to help to arrange the first signs that the patient is. I did not say something different. Trust no one tattoo. What if the patient says it is not responsible to the most badass very Brat # unbearable D play on words to say.",1
ดีที่สุดในย่านฝัุ่งธนฯ,ฝaue the best in the constitution.,5
โรงพยาบาลศิริราชปิยมหาราชการุณย์เป็นหนึ่งในโรงพยาบาลที่มีคนศัรธามากที่สุดในปีพ.ศ2559,Chulalongkorn Hospital compassion is one of the hospitals with the potential of Thar most of the year. Since 2559.,4
บริการดีคะ เสียอย่างเดียว รอหมอนานมากกกก,The only good service Wait very long,4
บริการดีตั้งแต่ รปภ > พยาบาล> เวรเปล>จนถึงมือคุณหมอ,Good service from the Security> Health> duty stretcher> hand to the doctor.,5
คุณหมอและพยาบาลเอาใจใส่ดีมากตรวจละเอียดรู้ผลเร็วสถานที่สะอาดเรียบร้อยบรรยากาศดีมีร้านอาหารให้เลือกรับประทานพร้อมโดยที่ไม่ต้องออกไปหาร้านข้างนอกให้เสียเวลา....และที่สำคัญที่สุดก็คือลานจอดรถกว้างขวางมาก.จอดในร่มไม่ต้องกลัวแดดและฝนเลย..รปภ.ก็เอาใจใส่ดูแลเป็นอย่างดีคะ.เชิญมาลองใช้บริการดูนะคะ...คิดว่าครั้งต่อไปก็คงจะมาตรวจสุขภาพประจำปีที่นี่ตลอดไปค่ะ,"Doctors and nurses caring, very detailed examination to know soon the place clean and tidy, with good restaurants to choose from along without having to go outside to find the time .... and that is the most important park. spacious parking lot. parking in the shade, do not be afraid of the sun and the rain.. security guard. there was groomed you. come, let's take a look ... I think next time I would be routine checkups. this year, SET To do the",5
ใหญ่ขึ้นดีขึ้นก็จริงแต่ระบบยังช้ายิ่งกว่าเดิม,"Bigger, better, but still slower than the original system.",2
ร.พ ศิริราชโฉมใหม่บริการเยี่อมมาก,ST. Siriraj the new service with great tunes.,5
นานมาก นานทุกครั้งไม่เคยปรับปรุง ขนาดโทรนัดก่อนยังรอหมอเกือบ ชม ยังไม่รวมติดต่อชำระเงิน ปรับปรุงด่วนค่ะ,A very long time not been updated. Before a call is waiting to see the doctor almost do not include contact payment. Quick update,1
รพ. มาตรฐาน ดีมาก,"Hospital, very good standard",5
ดี ครับ,good,5
ประทับใจ รพ.ดูดี ค่าตรวจไม่แพง,"Impressive hospital looks good, affordable fee.",5
ก็ดีที่สุด เท่าเคยเจอมา,As I've ever seen,5
บริการเลิศ สมราคา ที่สำคัญเลือกหมอได้ด้วย,Service excellence is important for your doctor too.,5
การมารักษาตัวที่ร.พแห่งนี้ช่วยให้เพื่อนมนุษย์ที่เขาป่วยได้มีโอกาสหายป่วยเหมือนเรา,The treatment options are compatible. May this help all people that he had had an opportunity like we lost.,5
เคยมาแล้วค่ะเมื่อปี 2013 ผ่านมา ต้องกลับมาอีกค่ะ รู้สึกได้รับความรู้เพิ่มเตืม พร้อมทักษะการยึด_คลายกล้ามเนื้อ แล้วพอใจค่ะ กับจนท ทุกๆคนค่ะ ขอบคุณ ขอบคุณ และขอบคุณค่ะ,"Ever ago in 2013, when the last had to come back again. I have been taught to replenish added. With skills to hold the tension _ already satisfied with it until everyone thank you and thank you.",5
สวัสดีค่ะ ขออยากจะสอบถามค่าผ่าตัดกระดูกสันหลังคดค่ะ ตอนนี้กำลังเป็นค่ะ มีอาการณ์ เหนื่อยง่าย บางก็ปวดหลัง บางก็หายใจไม่สะดวก อยากจะรักษาค่ะให้หายค่ะเลยอยากรู้ว่าค่ารักษาสูงไหมค่ะ ตอนนี้อายุ 18 แร้วค่ะ แร้วอยากรู้ว่าผ่อนจ่ายได้ไหมค่ะ ( ใครที่เคยรักษามาแร้วช่วยให้คำปรึกษาหน่อยนะค่ะ อยากหายจริงๆค่ะ ),"Hello, I would like to ask the surgical Scoliosis it. The situation now is that there was some fatigue, back pain, breathe some inconvenience. I want to keep missing it's curious that the high cure me, now aged 18, snare trap it curious that vacation pay was me (who had helped snare treatment consultation little. I really lost it)",4
หมอน้อย....เป็นอะไรไปหมอไม่มีบ้างยังเปิดไม่เต็มที่,Little Doctor to Doctor No .... is it still not fully open.,4
คุณหมอและพยาบาลเป็นกันเองมากๆค่ะ,Doctors and nurses are very friendly here.,5
ดีมากค่ะ,Very good,5
มีอาหารมากมายให้เลือกและเป็นการรักษาที่ดีเยี่ยมได้เป็นทั้งผู้รับและผู้ให้ในคราวเดียวกัน,There are plenty to choose from and an excellent treatment for both recipients and providers at the same time.,1
โรงบาลนี้รักษาดี,This hospital treatment,5
มีความสุขทั้งครั้งที่ได้ไป... คุณหมอก้อน่ารัก....ของกินก้อเยอะนะ.,Happy to have the time ... You really cute .... eat a lot of it.,5
คนป่วยเยอะมากไปที่ใช่เวลาเป็นวันคับ,The patient takes a lot to me.,5
คุณหมดผ่าตัดทุกคนเก่งมากๆๆๆๆ,Every surgery you will very soon.,5
ดีมากคะ,Very good,5
ดีคะหมอ-พยาบาลก็ดีคะ,Good doctors - nurses do it.,4
สถานที่สะอาด น่ามอง เสียเรื่องเดียว ทางเข้าจอดรถรับบัตรแคบแล้วเลี้ยวเลย น่าจะปรับใหม่,Place a clean look about the same. Entrance to parking cards and turn them narrow. To readjust,5
ไม่ผิดหวังเลยค่ะ คุณหมอเก่ง ตอบได้ชัดเจน ราคาไม่แพง,You disappoint me good answers clearly affordable.,5
ดีมากค่ะ พูดจาดี,Is very flattering,5
พยาบาลที่นี้ไม่คล่องหลายเรื่องเลย รอหมอตรวจก็ไม่ตรงเวลาตามนัด+ อีกอย่างน้อย 2 ชั่วโมงแค่เช็คห้องtc scan รอเป็นชั่วโมง คนไข้หิวข้าวก็ทานไม่ได้ ไม่มีมาแจ้งเลยว่ารออีกนานเท่าไหร่ ไม่คุ้มกับค่าตรวจที่แพงแสนแพง ปรับปรุงและพัฒนาหน่อยเรื่องระบบ ยอมรับคุณหมอที่นี้เก่งจริง แต่ข้อบกพร่องก็เยอะเกิน,Many nurses who are not fluent yet. Waiting for doctor's appointments on time: at least 2 hours at room tc scan just waiting for hours. Ward was hungry and you did not. Do not tell that to wait long. Not worth the fee that is prohibitively expensive. Improve my system You agree that this is really good. But it bugs me too,1
โรงพยาบาล กึ่ง โรงเเรม 5ดาวคับ,5-star semi Hospital here.,5
ขอปรึกษาหน่อยนะคะหนูปวดหน้าอกข้างซ๊ายเป็นประจำอยู่ๆก็ปวดไม่ได้ทำอะไรก็ปวดหายใจแรงก็ไม่ได้จะทำไห้ปวดกว่าเดิมต้องค่อยๆหายใจจะเป็นครั้งละ 1-10 นาทีแล้วก็หายมันปวดจิ๊ดๆเหมือนโดนเข็มแทงยิ่งปวดมากก็รู้สึกเหมือนปวดจิ๊ดเป็นเส้นๆหนู่เป็นมานานแล้วค่ะเวลาเป็นขยับตัวไม่ได้เลย หนูจะเป็นอะไรรึเปล่าคะ,"Let me consult my little chest pain sine suddenly a pain, do not do anything, just breathe the pain was not going to do the same pain must be gradually breathing 1-10 minutes at a time, then lost it back. Wee, like a needle that much pain, it feels like pain Wee fibrous Nu for a long time I was not moved at all. I'll do it too.",5
ดีค่ะหมอเก่งพยาบาลโดยรวมดีค่ะบริการดีแต่ช้ามากเนื่องจากคนเยอะ ดีหมด พัฒนาให้ดียิ่งๆขึ้นนะค่ะ เพื่อคนไข้ แต่ที่จอดรถไม่ค่อยมี,"Good doctors, good nurses, good service, but overall very good because a lot of people will develop even more to my patients, but parking is not.",4
คนเยอะมากๆๆๆ,A lot more,1
หลานกำลังไปรักษาอยุ่บอกว่าหมอพูดดีมาก ขอบคุณที่ช่วยคนป่วย..และญาติให้เข้ามีกำลังใจ,Grandchildren are to maintain a pipeline that doctors say is very good. Thank you for helping the sick.. And relatives cheer him.,4
เคยพาคุณแม่มารักษา คะ่ บริการดีมากทั้งคุณหมอและเจ้าหน้าที่ รักษาความปลอดภัย พร้อมทั้งพยาบาล มีอยู่อย่างหนึ่งที่ไม่ค่อยประทับใจคือพนักงานทำความสะอาดห้องไม่ค่อยทั่วถึงถูแต่พื้นไม่เช็ด ชั้นเตียง ทำงานรีบร้อนเกินไป อ่อลืมบอก คุณแม่อยุ่ 26วัน เลยรู้คะ่,"I took my mother to treat me very good service to both doctors and staff. Security The Hospital Is one of the less impressive is the staff cleaning it thoroughly scrub the floor, but did not wipe the floor bed work too hasty Oh, I forgot to tell you that I know a lot of 26 days.",5
ระบบของโทรศัพท์ดีมากเลยครับชอบผมได้เยอะ ช่วยปกปิดคนชั่วอย่างผมให้อยู่ก่อสส้างความชั่วต่อขอบคุณมากสำหรับสถานที,"The system of the phone is very good, I like it a lot. Help conceal the wicked, I let the specter of evil to thank you very much for that location.",5
ประทับใจในการรักษา,Impressed by the treatment,5
โรงพยาบาลในดวงใจ ของคนไทย,Hospitals in the heart of Thailand.,5
ช้ามากครับ ทำไมถึงไม่ปรับปรุงระบบให้พัฒนาเทียบเท่าโรงพยาบาลอื่นๆ ครับ,"Very slow, why not develop a system equivalent to that of other hospitals.",1
มารักษาหลายครั้งแล้วครั้งนี้มาวันที่10 พ.ค.59 มาส่องกล้องตรวจทางเดินอาหารตั้งแต่เช้าเสร็จเวลา09.35 น. ลงมาทานข้าวรอพบหมออีกท่านมาแจ้งตรวจตั้งแต่10.00 ตอนที่ไม่ีคนรอตรวจเลยคิดว่าจะได้ตรวจเร็วกลับบ้านเร็ว เพราะต้องเดินทางกลับโคราชแต่เอกสารไม่ส่งลงมาจากห้องส่องกล้องสักทีรอเป็นชั่วโมงจนตอนนี้11.20เอกสารคนป่วยพึ่งลงมารอคิวอีกสองคิว ไม่ทราบว่าทางเจ้าหน้าที่เขาไม่แจ้งหรือไงว่าคนป่วยรอตรวจอยู่นั่งรอเป็นชั่วโมงเอกชนแต่ช้าเสียเงินแพงแต่รอไม่ต่างจากโรงพยาบาลรัฐหน้าเบื่อมากควรปรับปรุง,"Treat several times this past May 10 59 Endoscopy Gastrointestinal morning finish at 09:35 hrs. Down to eat found another doctor examine you to identify: 10.00. I donâ € ™ t think people waiting to be checked soon return home soon. He must return to Korat, but the document was not sent down from endoscopic some waiting for hours until 11:20 this document, the sick, just down the waiting queue for two more. He did not know the officer informed me that sick people waiting, or waiting for hours in private, but it is a waste of money, but it's no different from a public hospital should be very boring.",2
โรงพยาบาลนี้เป็นหนึ่งของประเทศเคยใช้บริการมานานแล้วเป็นโรงพยาบาลแห่งแรกของประเทศไทย,This hospital is one of the country has long been used as the first hospital in Thailand.,5
ไม่กล้าใช้บริการค่ะ กลัวไม่มีเงินจ่ายเค้าว่าแพง,Not use it Fear that there is no money to pay dearly.,4
สุดยอดบรรยากาศและบริการ,The atmosphere and service,5
คุณหมอเก่งค่ะ,You do not,5
สำหรับคนที่ต้องการ การรักษา มี OPD ผู้ป่วยนอก เลือกรักษาได้ทุกโรงพยาบาล สามารถสอบถามได้ที่ face book ได้เลยค่ะ ทุกคนล้วนต้องการ การบริการที่รวดเร็วและดีที่สุด,For those who want to maintain an OPD patients choose treatment at any hospital. For more on face book has it all want. The best and fastest service.,4
ที่โรงพยาบาลรับตรวจดีเอนเอปะค่ะเเร้วค่าใช้จ่ายกี่บาทคะ,The hospital received DNA Like it cost a few baht.,4
บริการดีมากค่ะขอชมเลยค่ะที่นี้เจ้าหน้าที่ที่นี้แพทย์พยาบาลน่ารักทุกคนโดยเฉพาะคุณหมอโบว์(ฐิตพร)ที่ช่วยดูแล,"Service very good, I would like to see a staff nurse at this lovely everyone, especially Dr. Bowden (ฐit blessing) to take care of.",5
ได้รับการบริการดีมาก ตั้งแต่เปิดประตูลงจากรถเลยค่ะ รปภ.พูดจาและกริยาดีมากๆ ส่วนพยาบาลพอเห็นคนป่วยก็รีบมาดู ถามอาการ ซักประวัติ รีบตามคุณหมอ การทำงานทุกอย่างคือเป็นระบบอย่างดีเยี่ยม ประทับใจมากค่ะ เป็นโรงพยาบาลเอกชนที่การรักษาและการให้บริการดีที่สุด และค่ารักษาก็ไม่แพงมาก เครื่องมือทางการแพทย์ครบถ้วน ที่รองรับญาติคนไข้ก็ดีเยี่ยม ตึกสะอาด ห้องน้ำสะอาด ไร้ที่ติทุกอย่างเลยค่ะ แถมค่ารักษาพยาบาลที่เราจ่ายส่วนหนึ่งได้ไปทำบุญด้วยคะ แนะนำจากใจ ใครที่จะมารักษาที่นี่ไม่ผิดหวังจริงๆ แอบเสียดายเวลาที่ไปเสียเวลากับรพ.อื่นมาหลายวัน ต้องขอบคุณ คุณพยาบาลที่รพ.บางไผ่ ที่แนะนำเราให้มารักษาที่นี่ด้วยค่ะ,"Service was very good Since opening its doors down from me. Security. Verbs and speak very well. The nurse seeing the patient was immediately asked to see a doctor, according to a history rushing everything is working as well. Very impressive A private hospital for treatment and the best service. And the treatment was not very expensive. Medical equipment, complete Supported relatives visiting patients better building clean bathrooms spotless everything to me. But the medical bills are paid partly by a donation from my mind, one can not maintain that this was really disappointed. I love to spend time at the hospital for several more days, thanks to the nurses at the hospital bamboo. We preferred to retain it here.",5
เป็นคนไข้ประจำแผนกจักษุ คุณหมอละอองศรี สุดยอดเลยค่ะโรงพยาบาลสะอาดบริการดีเยี่ยม คุณหมอเก่งๆทุกแผนกค่ะ,"Patient department of Ophthalmology Dr. Sri Ong The hospital it clean, excellent service. The doctor knows all the departments here.",5
